label,type,Experiment,ItemId,Question,Condition,Correct_Answer,Question_type,group,sentence,Phrase1,Phrase2,Phrase3,Phrase4,Phrase5,Phrase6,Phrase7,Phrase8,Phrase9,Phrase10,Phrase11,Phrase12,Phrase13,Phrase14,alternative
fill_filler_126,fill,Filler,126,母国对越成功的跨国企业约束性越强？,filler,2,99,list1,当 跨国 企业 越成功 母国 对 其 约束 的 法律性 和 道德性 越弱。,当,跨国,企业,越成功,母国,对,其,约束,的,法律性,和,道德性,越弱。,,X-X-X 蔓延 提高 四十八 辣椒 你 几 蚂蚁 我 笑嘻嘻 你 李大钊 花瓣。
fill_filler_126,fill,Filler,126,母国对越成功的跨国企业约束性越强？,filler,2,99,list2,当 跨国 企业 越成功 母国 对 其 约束 的 法律性 和 道德性 越弱。,当,跨国,企业,越成功,母国,对,其,约束,的,法律性,和,道德性,越弱。,,X-X-X 蔓延 提高 四十八 辣椒 你 几 蚂蚁 我 笑嘻嘻 你 李大钊 花瓣。
fill_filler_126,fill,Filler,126,母国对越成功的跨国企业约束性越强？,filler,2,99,list3,当 跨国 企业 越成功 母国 对 其 约束 的 法律性 和 道德性 越弱。,当,跨国,企业,越成功,母国,对,其,约束,的,法律性,和,道德性,越弱。,,X-X-X 蔓延 提高 四十八 辣椒 你 几 蚂蚁 我 笑嘻嘻 你 李大钊 花瓣。
fill_filler_126,fill,Filler,126,母国对越成功的跨国企业约束性越强？,filler,2,99,list4,当 跨国 企业 越成功 母国 对 其 约束 的 法律性 和 道德性 越弱。,当,跨国,企业,越成功,母国,对,其,约束,的,法律性,和,道德性,越弱。,,X-X-X 蔓延 提高 四十八 辣椒 你 几 蚂蚁 我 笑嘻嘻 你 李大钊 花瓣。
fill_filler_127,fill,Filler,127,大家仍然追求长生不死？,filler,2,99,list1,时至 今日 拜 科学 进步 之赐 长生 不死 已经 不再 是 大家 追求的 目标。,时至,今日,拜,科学,进步,之赐,长生,不死,已经,不再,是,大家,追求的,目标。,X-X-X 厉害 唔 必须 介绍 喃喃 倾向 巡逻 影响 颜色 也 分析 吴佩孚 介绍。
fill_filler_127,fill,Filler,127,大家仍然追求长生不死？,filler,2,99,list2,时至 今日 拜 科学 进步 之赐 长生 不死 已经 不再 是 大家 追求的 目标。,时至,今日,拜,科学,进步,之赐,长生,不死,已经,不再,是,大家,追求的,目标。,X-X-X 厉害 唔 必须 介绍 喃喃 倾向 巡逻 影响 颜色 也 分析 吴佩孚 介绍。
fill_filler_127,fill,Filler,127,大家仍然追求长生不死？,filler,2,99,list3,时至 今日 拜 科学 进步 之赐 长生 不死 已经 不再 是 大家 追求的 目标。,时至,今日,拜,科学,进步,之赐,长生,不死,已经,不再,是,大家,追求的,目标。,X-X-X 厉害 唔 必须 介绍 喃喃 倾向 巡逻 影响 颜色 也 分析 吴佩孚 介绍。
fill_filler_127,fill,Filler,127,大家仍然追求长生不死？,filler,2,99,list4,时至 今日 拜 科学 进步 之赐 长生 不死 已经 不再 是 大家 追求的 目标。,时至,今日,拜,科学,进步,之赐,长生,不死,已经,不再,是,大家,追求的,目标。,X-X-X 厉害 唔 必须 介绍 喃喃 倾向 巡逻 影响 颜色 也 分析 吴佩孚 介绍。
fill_filler_128,fill,Filler,128,中国人使用胎盘的经验尚短？,filler,2,99,list1,中国人 使用 胎盘 的 历史 已有 千年 以上。,中国人,使用,胎盘,的,历史,已有,千年,以上。,,,,,,,X-X-X 基础 渺小 他 怎么 饭碗 缺乏 矛盾。
fill_filler_128,fill,Filler,128,中国人使用胎盘的经验尚短？,filler,2,99,list2,中国人 使用 胎盘 的 历史 已有 千年 以上。,中国人,使用,胎盘,的,历史,已有,千年,以上。,,,,,,,X-X-X 基础 渺小 他 怎么 饭碗 缺乏 矛盾。
fill_filler_128,fill,Filler,128,中国人使用胎盘的经验尚短？,filler,2,99,list3,中国人 使用 胎盘 的 历史 已有 千年 以上。,中国人,使用,胎盘,的,历史,已有,千年,以上。,,,,,,,X-X-X 基础 渺小 他 怎么 饭碗 缺乏 矛盾。
fill_filler_128,fill,Filler,128,中国人使用胎盘的经验尚短？,filler,2,99,list4,中国人 使用 胎盘 的 历史 已有 千年 以上。,中国人,使用,胎盘,的,历史,已有,千年,以上。,,,,,,,X-X-X 基础 渺小 他 怎么 饭碗 缺乏 矛盾。
fill_filler_129,fill,Filler,129,长期使用胎盘素不能够让女性肌肤美白？,filler,2,99,list1,研究 显示 长期 使用 胎盘素 确实 能够 让 女性 肌肤 美白。,研究,显示,长期,使用,胎盘素,确实,能够,让,女性,肌肤,美白。,,,,X-X-X 途径 思维 甚至 邀请赛 欢迎 群众 吧 饲料 夸奖 茅屋。
fill_filler_129,fill,Filler,129,长期使用胎盘素不能够让女性肌肤美白？,filler,2,99,list2,研究 显示 长期 使用 胎盘素 确实 能够 让 女性 肌肤 美白。,研究,显示,长期,使用,胎盘素,确实,能够,让,女性,肌肤,美白。,,,,X-X-X 途径 思维 甚至 邀请赛 欢迎 群众 吧 饲料 夸奖 茅屋。
fill_filler_129,fill,Filler,129,长期使用胎盘素不能够让女性肌肤美白？,filler,2,99,list3,研究 显示 长期 使用 胎盘素 确实 能够 让 女性 肌肤 美白。,研究,显示,长期,使用,胎盘素,确实,能够,让,女性,肌肤,美白。,,,,X-X-X 途径 思维 甚至 邀请赛 欢迎 群众 吧 饲料 夸奖 茅屋。
fill_filler_129,fill,Filler,129,长期使用胎盘素不能够让女性肌肤美白？,filler,2,99,list4,研究 显示 长期 使用 胎盘素 确实 能够 让 女性 肌肤 美白。,研究,显示,长期,使用,胎盘素,确实,能够,让,女性,肌肤,美白。,,,,X-X-X 途径 思维 甚至 邀请赛 欢迎 群众 吧 饲料 夸奖 茅屋。
fill_filler_130,fill,Filler,130,汤在世界各国的饮食历史不算重要？,filler,2,99,list1,若 细究 世界 各国的 饮食 历史 其实 不难 发现 汤的 重要性。,若,细究,世界,各国的,饮食,历史,其实,不难,发现,汤的,重要性。,,,,X-X-X 脖颈 条件 望远镜 亏损 怎么 找到 奔驰 艺术 聘请 奴隶主。
fill_filler_130,fill,Filler,130,汤在世界各国的饮食历史不算重要？,filler,2,99,list2,若 细究 世界 各国的 饮食 历史 其实 不难 发现 汤的 重要性。,若,细究,世界,各国的,饮食,历史,其实,不难,发现,汤的,重要性。,,,,X-X-X 脖颈 条件 望远镜 亏损 怎么 找到 奔驰 艺术 聘请 奴隶主。
fill_filler_130,fill,Filler,130,汤在世界各国的饮食历史不算重要？,filler,2,99,list3,若 细究 世界 各国的 饮食 历史 其实 不难 发现 汤的 重要性。,若,细究,世界,各国的,饮食,历史,其实,不难,发现,汤的,重要性。,,,,X-X-X 脖颈 条件 望远镜 亏损 怎么 找到 奔驰 艺术 聘请 奴隶主。
fill_filler_130,fill,Filler,130,汤在世界各国的饮食历史不算重要？,filler,2,99,list4,若 细究 世界 各国的 饮食 历史 其实 不难 发现 汤的 重要性。,若,细究,世界,各国的,饮食,历史,其实,不难,发现,汤的,重要性。,,,,X-X-X 脖颈 条件 望远镜 亏损 怎么 找到 奔驰 艺术 聘请 奴隶主。
fill_filler_131,fill,Filler,131,要做好一碗味美汤鲜高汤并不重要？,filler,2,99,list1,想 做好 一碗 味美 汤鲜 的 汤品 高汤 绝对 是 关键 因素。,想,做好,一碗,味美,汤鲜,的,汤品,高汤,绝对,是,关键,因素。,,,X-X-X 各项 柑桔 巡捕 辗转 我 嚷嚷 侮辱 负责 我 渐渐 矛盾。
fill_filler_131,fill,Filler,131,要做好一碗味美汤鲜高汤并不重要？,filler,2,99,list2,想 做好 一碗 味美 汤鲜 的 汤品 高汤 绝对 是 关键 因素。,想,做好,一碗,味美,汤鲜,的,汤品,高汤,绝对,是,关键,因素。,,,X-X-X 各项 柑桔 巡捕 辗转 我 嚷嚷 侮辱 负责 我 渐渐 矛盾。
fill_filler_131,fill,Filler,131,要做好一碗味美汤鲜高汤并不重要？,filler,2,99,list3,想 做好 一碗 味美 汤鲜 的 汤品 高汤 绝对 是 关键 因素。,想,做好,一碗,味美,汤鲜,的,汤品,高汤,绝对,是,关键,因素。,,,X-X-X 各项 柑桔 巡捕 辗转 我 嚷嚷 侮辱 负责 我 渐渐 矛盾。
fill_filler_131,fill,Filler,131,要做好一碗味美汤鲜高汤并不重要？,filler,2,99,list4,想 做好 一碗 味美 汤鲜 的 汤品 高汤 绝对 是 关键 因素。,想,做好,一碗,味美,汤鲜,的,汤品,高汤,绝对,是,关键,因素。,,,X-X-X 各项 柑桔 巡捕 辗转 我 嚷嚷 侮辱 负责 我 渐渐 矛盾。
fill_filler_132,fill,Filler,132,同锅滚水烫煮所有的食材并非烹煮高汤的要诀？,filler,2,99,list1,烹煮 高汤 的 要诀 在于 要以 同锅 滚水 烫煮 所有的 食材。,烹煮,高汤,的,要诀,在于,要以,同锅,滚水,烫煮,所有的,食材。,,,,X-X-X 侵略 我 暴露 状况 匆匆 庆祝 逝世 丛林 省政府 疲倦。
fill_filler_132,fill,Filler,132,同锅滚水烫煮所有的食材并非烹煮高汤的要诀？,filler,2,99,list2,烹煮 高汤 的 要诀 在于 要以 同锅 滚水 烫煮 所有的 食材。,烹煮,高汤,的,要诀,在于,要以,同锅,滚水,烫煮,所有的,食材。,,,,X-X-X 侵略 我 暴露 状况 匆匆 庆祝 逝世 丛林 省政府 疲倦。
fill_filler_132,fill,Filler,132,同锅滚水烫煮所有的食材并非烹煮高汤的要诀？,filler,2,99,list3,烹煮 高汤 的 要诀 在于 要以 同锅 滚水 烫煮 所有的 食材。,烹煮,高汤,的,要诀,在于,要以,同锅,滚水,烫煮,所有的,食材。,,,,X-X-X 侵略 我 暴露 状况 匆匆 庆祝 逝世 丛林 省政府 疲倦。
fill_filler_132,fill,Filler,132,同锅滚水烫煮所有的食材并非烹煮高汤的要诀？,filler,2,99,list4,烹煮 高汤 的 要诀 在于 要以 同锅 滚水 烫煮 所有的 食材。,烹煮,高汤,的,要诀,在于,要以,同锅,滚水,烫煮,所有的,食材。,,,,X-X-X 侵略 我 暴露 状况 匆匆 庆祝 逝世 丛林 省政府 疲倦。
fill_filler_133,fill,Filler,133,店内十分豪华的摆设是以木质桌椅地板为主？,filler,2,99,list1,店内 以 木质 桌椅 地板 为主 摆设 十分 简洁 纯朴。,店内,以,木质,桌椅,地板,为主,摆设,十分,简洁,纯朴。,,,,,X-X-X 呢 咱俩 悔恨 俘虏 痛苦 埋怨 解决 罪恶 溃疡。
fill_filler_133,fill,Filler,133,店内十分豪华的摆设是以木质桌椅地板为主？,filler,2,99,list2,店内 以 木质 桌椅 地板 为主 摆设 十分 简洁 纯朴。,店内,以,木质,桌椅,地板,为主,摆设,十分,简洁,纯朴。,,,,,X-X-X 呢 咱俩 悔恨 俘虏 痛苦 埋怨 解决 罪恶 溃疡。
fill_filler_133,fill,Filler,133,店内十分豪华的摆设是以木质桌椅地板为主？,filler,2,99,list3,店内 以 木质 桌椅 地板 为主 摆设 十分 简洁 纯朴。,店内,以,木质,桌椅,地板,为主,摆设,十分,简洁,纯朴。,,,,,X-X-X 呢 咱俩 悔恨 俘虏 痛苦 埋怨 解决 罪恶 溃疡。
fill_filler_133,fill,Filler,133,店内十分豪华的摆设是以木质桌椅地板为主？,filler,2,99,list4,店内 以 木质 桌椅 地板 为主 摆设 十分 简洁 纯朴。,店内,以,木质,桌椅,地板,为主,摆设,十分,简洁,纯朴。,,,,,X-X-X 呢 咱俩 悔恨 俘虏 痛苦 埋怨 解决 罪恶 溃疡。
fill_filler_134,fill,Filler,134,面包外皮焦脆是自然形成的？,filler,2,99,list1,这种 特殊 压烤 的 制作 方式 使 面包 外皮 焦脆 飘香。,这种,特殊,压烤,的,制作,方式,使,面包,外皮,焦脆,飘香。,,,,X-X-X 咱们 岸边 说 罢了 告诉 呢 驾驶 呻吟 媳妇 报仇。
fill_filler_134,fill,Filler,134,面包外皮焦脆是自然形成的？,filler,2,99,list2,这种 特殊 压烤 的 制作 方式 使 面包 外皮 焦脆 飘香。,这种,特殊,压烤,的,制作,方式,使,面包,外皮,焦脆,飘香。,,,,X-X-X 咱们 岸边 说 罢了 告诉 呢 驾驶 呻吟 媳妇 报仇。
fill_filler_134,fill,Filler,134,面包外皮焦脆是自然形成的？,filler,2,99,list3,这种 特殊 压烤 的 制作 方式 使 面包 外皮 焦脆 飘香。,这种,特殊,压烤,的,制作,方式,使,面包,外皮,焦脆,飘香。,,,,X-X-X 咱们 岸边 说 罢了 告诉 呢 驾驶 呻吟 媳妇 报仇。
fill_filler_134,fill,Filler,134,面包外皮焦脆是自然形成的？,filler,2,99,list4,这种 特殊 压烤 的 制作 方式 使 面包 外皮 焦脆 飘香。,这种,特殊,压烤,的,制作,方式,使,面包,外皮,焦脆,飘香。,,,,X-X-X 咱们 岸边 说 罢了 告诉 呢 驾驶 呻吟 媳妇 报仇。
fill_filler_135,fill,Filler,135,全球经济重建及财富重分配和二次世界大战无关？,filler,2,99,list1,二次 世界 大战 后 全球 经济 重建 财富 也 重新 分配。,二次,世界,大战,后,全球,经济,重建,财富,也,重新,分配。,,,,X-X-X 要求 葫芦 呢 朦胧 什么 针灸 拒绝 你 文艺 爸爸。
fill_filler_135,fill,Filler,135,全球经济重建及财富重分配和二次世界大战无关？,filler,2,99,list2,二次 世界 大战 后 全球 经济 重建 财富 也 重新 分配。,二次,世界,大战,后,全球,经济,重建,财富,也,重新,分配。,,,,X-X-X 要求 葫芦 呢 朦胧 什么 针灸 拒绝 你 文艺 爸爸。
fill_filler_135,fill,Filler,135,全球经济重建及财富重分配和二次世界大战无关？,filler,2,99,list3,二次 世界 大战 后 全球 经济 重建 财富 也 重新 分配。,二次,世界,大战,后,全球,经济,重建,财富,也,重新,分配。,,,,X-X-X 要求 葫芦 呢 朦胧 什么 针灸 拒绝 你 文艺 爸爸。
fill_filler_135,fill,Filler,135,全球经济重建及财富重分配和二次世界大战无关？,filler,2,99,list4,二次 世界 大战 后 全球 经济 重建 财富 也 重新 分配。,二次,世界,大战,后,全球,经济,重建,财富,也,重新,分配。,,,,X-X-X 要求 葫芦 呢 朦胧 什么 针灸 拒绝 你 文艺 爸爸。
fill_filler_136,fill,Filler,136,十年前国内出现过三十个电影城？,filler,2,99,list1,十年前 国内 出现过 数十个 电影城 从 台北 台中 到 台南 高雄。,十年前,国内,出现过,数十个,电影城,从,台北,台中,到,台南,高雄。,,,,X-X-X 刺激 硝酸钾 静悄悄 静悄悄 她 唾液 忘掉 种 疲乏 妄想。
fill_filler_136,fill,Filler,136,十年前国内出现过三十个电影城？,filler,2,99,list2,十年前 国内 出现过 数十个 电影城 从 台北 台中 到 台南 高雄。,十年前,国内,出现过,数十个,电影城,从,台北,台中,到,台南,高雄。,,,,X-X-X 刺激 硝酸钾 静悄悄 静悄悄 她 唾液 忘掉 种 疲乏 妄想。
fill_filler_136,fill,Filler,136,十年前国内出现过三十个电影城？,filler,2,99,list3,十年前 国内 出现过 数十个 电影城 从 台北 台中 到 台南 高雄。,十年前,国内,出现过,数十个,电影城,从,台北,台中,到,台南,高雄。,,,,X-X-X 刺激 硝酸钾 静悄悄 静悄悄 她 唾液 忘掉 种 疲乏 妄想。
fill_filler_136,fill,Filler,136,十年前国内出现过三十个电影城？,filler,2,99,list4,十年前 国内 出现过 数十个 电影城 从 台北 台中 到 台南 高雄。,十年前,国内,出现过,数十个,电影城,从,台北,台中,到,台南,高雄。,,,,X-X-X 刺激 硝酸钾 静悄悄 静悄悄 她 唾液 忘掉 种 疲乏 妄想。
fill_filler_137,fill,Filler,137,这两个城市并没有过去沿海城市开发的影子？,filler,2,99,list1,这两个 城市 全部 都有 过去 沿海 城市 开发的 影子。,这两个,城市,全部,都有,过去,沿海,城市,开发的,影子。,,,,,,X-X-X 掌握 困难 唾液 怎么 损害 掌握 黑猩猩 推翻。
fill_filler_137,fill,Filler,137,这两个城市并没有过去沿海城市开发的影子？,filler,2,99,list2,这两个 城市 全部 都有 过去 沿海 城市 开发的 影子。,这两个,城市,全部,都有,过去,沿海,城市,开发的,影子。,,,,,,X-X-X 掌握 困难 唾液 怎么 损害 掌握 黑猩猩 推翻。
fill_filler_137,fill,Filler,137,这两个城市并没有过去沿海城市开发的影子？,filler,2,99,list3,这两个 城市 全部 都有 过去 沿海 城市 开发的 影子。,这两个,城市,全部,都有,过去,沿海,城市,开发的,影子。,,,,,,X-X-X 掌握 困难 唾液 怎么 损害 掌握 黑猩猩 推翻。
fill_filler_137,fill,Filler,137,这两个城市并没有过去沿海城市开发的影子？,filler,2,99,list4,这两个 城市 全部 都有 过去 沿海 城市 开发的 影子。,这两个,城市,全部,都有,过去,沿海,城市,开发的,影子。,,,,,,X-X-X 掌握 困难 唾液 怎么 损害 掌握 黑猩猩 推翻。
fill_filler_138,fill,Filler,138,生产效率和回报并非大家关心的问题？,filler,2,99,list1,这么多的 投资 终究 要 面临 生产 效率 和 回报 的 问题。,这么多的,投资,终究,要,面临,生产,效率,和,回报,的,问题。,,,,X-X-X 爸爸 摹仿 那 四川 情况 佛教 个 蜻蜓 我 什么。
fill_filler_138,fill,Filler,138,生产效率和回报并非大家关心的问题？,filler,2,99,list2,这么多的 投资 终究 要 面临 生产 效率 和 回报 的 问题。,这么多的,投资,终究,要,面临,生产,效率,和,回报,的,问题。,,,,X-X-X 爸爸 摹仿 那 四川 情况 佛教 个 蜻蜓 我 什么。
fill_filler_138,fill,Filler,138,生产效率和回报并非大家关心的问题？,filler,2,99,list3,这么多的 投资 终究 要 面临 生产 效率 和 回报 的 问题。,这么多的,投资,终究,要,面临,生产,效率,和,回报,的,问题。,,,,X-X-X 爸爸 摹仿 那 四川 情况 佛教 个 蜻蜓 我 什么。
fill_filler_138,fill,Filler,138,生产效率和回报并非大家关心的问题？,filler,2,99,list4,这么多的 投资 终究 要 面临 生产 效率 和 回报 的 问题。,这么多的,投资,终究,要,面临,生产,效率,和,回报,的,问题。,,,,X-X-X 爸爸 摹仿 那 四川 情况 佛教 个 蜻蜓 我 什么。
fill_filler_139,fill,Filler,139,只有科技产业需要灌注活力和配套措施？,filler,2,99,list1,从 科技 产业 到 传统 产业 全部 都 需要 投入 活力 和 配套 措施。,从,科技,产业,到,传统,产业,全部,都,需要,投入,活力,和,配套,措施。,X-X-X 贯彻 耳朵 她 似乎 恐怕 告诉 两 问题 纷纷 束缚 我 蜜蜂 舞蹈。
fill_filler_139,fill,Filler,139,只有科技产业需要灌注活力和配套措施？,filler,2,99,list2,从 科技 产业 到 传统 产业 全部 都 需要 投入 活力 和 配套 措施。,从,科技,产业,到,传统,产业,全部,都,需要,投入,活力,和,配套,措施。,X-X-X 贯彻 耳朵 她 似乎 恐怕 告诉 两 问题 纷纷 束缚 我 蜜蜂 舞蹈。
fill_filler_139,fill,Filler,139,只有科技产业需要灌注活力和配套措施？,filler,2,99,list3,从 科技 产业 到 传统 产业 全部 都 需要 投入 活力 和 配套 措施。,从,科技,产业,到,传统,产业,全部,都,需要,投入,活力,和,配套,措施。,X-X-X 贯彻 耳朵 她 似乎 恐怕 告诉 两 问题 纷纷 束缚 我 蜜蜂 舞蹈。
fill_filler_139,fill,Filler,139,只有科技产业需要灌注活力和配套措施？,filler,2,99,list4,从 科技 产业 到 传统 产业 全部 都 需要 投入 活力 和 配套 措施。,从,科技,产业,到,传统,产业,全部,都,需要,投入,活力,和,配套,措施。,X-X-X 贯彻 耳朵 她 似乎 恐怕 告诉 两 问题 纷纷 束缚 我 蜜蜂 舞蹈。
fill_filler_140,fill,Filler,140,使用同一品牌整套的美白保养品最好？,filler,2,99,list1,美白 保养品 不一定 是 同一 品牌 整套 使用 效果 最好。,美白,保养品,不一定,是,同一,品牌,整套,使用,效果,最好。,,,,,X-X-X 旧社会 党中央 了 贡献 弯腰 悲哀 意义 姑娘 避免。
fill_filler_140,fill,Filler,140,使用同一品牌整套的美白保养品最好？,filler,2,99,list2,美白 保养品 不一定 是 同一 品牌 整套 使用 效果 最好。,美白,保养品,不一定,是,同一,品牌,整套,使用,效果,最好。,,,,,X-X-X 旧社会 党中央 了 贡献 弯腰 悲哀 意义 姑娘 避免。
fill_filler_140,fill,Filler,140,使用同一品牌整套的美白保养品最好？,filler,2,99,list3,美白 保养品 不一定 是 同一 品牌 整套 使用 效果 最好。,美白,保养品,不一定,是,同一,品牌,整套,使用,效果,最好。,,,,,X-X-X 旧社会 党中央 了 贡献 弯腰 悲哀 意义 姑娘 避免。
fill_filler_140,fill,Filler,140,使用同一品牌整套的美白保养品最好？,filler,2,99,list4,美白 保养品 不一定 是 同一 品牌 整套 使用 效果 最好。,美白,保养品,不一定,是,同一,品牌,整套,使用,效果,最好。,,,,,X-X-X 旧社会 党中央 了 贡献 弯腰 悲哀 意义 姑娘 避免。
fill_RCfiller_201,fill,Filler_GibsonWu,201,驴子踢了农夫想卖的马吗？,RCfiller,1,99,list1,昨天 被 驴子 踢 的 那匹 马 是 农夫 要卖掉 的。,昨天,被,驴子,踢,的,那匹,马,是,农夫,要卖掉,的。,,,,X-X-X 并 凝结 幢 种 掩盖 入 种 灌溉 乒乓球 种。
fill_RCfiller_201,fill,Filler_GibsonWu,201,驴子踢了农夫想卖的马吗？,RCfiller,1,99,list2,昨天 被 驴子 踢 的 那匹 马 是 农夫 要卖掉 的。,昨天,被,驴子,踢,的,那匹,马,是,农夫,要卖掉,的。,,,,X-X-X 并 凝结 幢 种 掩盖 入 种 灌溉 乒乓球 种。
fill_RCfiller_201,fill,Filler_GibsonWu,201,驴子踢了农夫想卖的马吗？,RCfiller,1,99,list3,昨天 被 驴子 踢 的 那匹 马 是 农夫 要卖掉 的。,昨天,被,驴子,踢,的,那匹,马,是,农夫,要卖掉,的。,,,,X-X-X 并 凝结 幢 种 掩盖 入 种 灌溉 乒乓球 种。
fill_RCfiller_201,fill,Filler_GibsonWu,201,驴子踢了农夫想卖的马吗？,RCfiller,1,99,list4,昨天 被 驴子 踢 的 那匹 马 是 农夫 要卖掉 的。,昨天,被,驴子,踢,的,那匹,马,是,农夫,要卖掉,的。,,,,X-X-X 并 凝结 幢 种 掩盖 入 种 灌溉 乒乓球 种。
fill_RCfiller_202,fill,Filler_GibsonWu,202,制作人批评了和唱片公司签约的音乐家吗？,RCfiller,2,99,list1,唱片公司 今天 拒绝 和 批评 制作人 的 那位 音乐家 签约。,唱片公司,今天,拒绝,和,批评,制作人,的,那位,音乐家,签约。,,,,,X-X-X 环境 肌肉 种 颜色 静悄悄 种 纷纷 荧光屏 雄壮。
fill_RCfiller_202,fill,Filler_GibsonWu,202,制作人批评了和唱片公司签约的音乐家吗？,RCfiller,2,99,list2,唱片公司 今天 拒绝 和 批评 制作人 的 那位 音乐家 签约。,唱片公司,今天,拒绝,和,批评,制作人,的,那位,音乐家,签约。,,,,,X-X-X 环境 肌肉 种 颜色 静悄悄 种 纷纷 荧光屏 雄壮。
fill_RCfiller_202,fill,Filler_GibsonWu,202,制作人批评了和唱片公司签约的音乐家吗？,RCfiller,2,99,list3,唱片公司 今天 拒绝 和 批评 制作人 的 那位 音乐家 签约。,唱片公司,今天,拒绝,和,批评,制作人,的,那位,音乐家,签约。,,,,,X-X-X 环境 肌肉 种 颜色 静悄悄 种 纷纷 荧光屏 雄壮。
fill_RCfiller_202,fill,Filler_GibsonWu,202,制作人批评了和唱片公司签约的音乐家吗？,RCfiller,2,99,list4,唱片公司 今天 拒绝 和 批评 制作人 的 那位 音乐家 签约。,唱片公司,今天,拒绝,和,批评,制作人,的,那位,音乐家,签约。,,,,,X-X-X 环境 肌肉 种 颜色 静悄悄 种 纷纷 荧光屏 雄壮。
fill_RCfiller_203,fill,Filler_GibsonWu,203,狗刚才追了邻居养的猫吗？,RCfiller,1,99,list1,刚才 被 狗 追 的 那只 猫 是 邻居 养 的。,刚才,被,狗,追,的,那只,猫,是,邻居,养,的。,,,,X-X-X 并 吨 芽 种 富饶 移 种 奠定 吨 为。
fill_RCfiller_203,fill,Filler_GibsonWu,203,狗刚才追了邻居养的猫吗？,RCfiller,1,99,list2,刚才 被 狗 追 的 那只 猫 是 邻居 养 的。,刚才,被,狗,追,的,那只,猫,是,邻居,养,的。,,,,X-X-X 并 吨 芽 种 富饶 移 种 奠定 吨 为。
fill_RCfiller_203,fill,Filler_GibsonWu,203,狗刚才追了邻居养的猫吗？,RCfiller,1,99,list3,刚才 被 狗 追 的 那只 猫 是 邻居 养 的。,刚才,被,狗,追,的,那只,猫,是,邻居,养,的。,,,,X-X-X 并 吨 芽 种 富饶 移 种 奠定 吨 为。
fill_RCfiller_203,fill,Filler_GibsonWu,203,狗刚才追了邻居养的猫吗？,RCfiller,1,99,list4,刚才 被 狗 追 的 那只 猫 是 邻居 养 的。,刚才,被,狗,追,的,那只,猫,是,邻居,养,的。,,,,X-X-X 并 吨 芽 种 富饶 移 种 奠定 吨 为。
fill_RCfiller_204,fill,Filler_GibsonWu,204,哈佛大学聘用了一个生物学副教授吗？,RCfiller,2,99,list1,哈佛大学 上个月 聘用了 获得 诺贝尔奖 的 那个 生物学家 为 正教授。,哈佛大学,上个月,聘用了,获得,诺贝尔奖,的,那个,生物学家,为,正教授。,,,,,X-X-X 拿破仑 硝酸钾 阶段 气喘吁吁 种 矛盾 一九八０ 它 怎么样。
fill_RCfiller_204,fill,Filler_GibsonWu,204,哈佛大学聘用了一个生物学副教授吗？,RCfiller,2,99,list2,哈佛大学 上个月 聘用了 获得 诺贝尔奖 的 那个 生物学家 为 正教授。,哈佛大学,上个月,聘用了,获得,诺贝尔奖,的,那个,生物学家,为,正教授。,,,,,X-X-X 拿破仑 硝酸钾 阶段 气喘吁吁 种 矛盾 一九八０ 它 怎么样。
fill_RCfiller_204,fill,Filler_GibsonWu,204,哈佛大学聘用了一个生物学副教授吗？,RCfiller,2,99,list3,哈佛大学 上个月 聘用了 获得 诺贝尔奖 的 那个 生物学家 为 正教授。,哈佛大学,上个月,聘用了,获得,诺贝尔奖,的,那个,生物学家,为,正教授。,,,,,X-X-X 拿破仑 硝酸钾 阶段 气喘吁吁 种 矛盾 一九八０ 它 怎么样。
fill_RCfiller_204,fill,Filler_GibsonWu,204,哈佛大学聘用了一个生物学副教授吗？,RCfiller,2,99,list4,哈佛大学 上个月 聘用了 获得 诺贝尔奖 的 那个 生物学家 为 正教授。,哈佛大学,上个月,聘用了,获得,诺贝尔奖,的,那个,生物学家,为,正教授。,,,,,X-X-X 拿破仑 硝酸钾 阶段 气喘吁吁 种 矛盾 一九八０ 它 怎么样。
fill_RCfiller_205,fill,Filler_GibsonWu,205,卡车撞了一个的非法入境的农夫吗？,RCfiller,1,99,list1,上次 被 卡车 撞了 的 那个 农夫 是 一个 在逃 的 非法移民。,上次,被,卡车,撞了,的,那个,农夫,是,一个,在逃,的,非法移民。,,,X-X-X 呢 觉醒 咳嗽 种 矛盾 狠狠 种 研究 嘴唇 把 错综复杂。
fill_RCfiller_205,fill,Filler_GibsonWu,205,卡车撞了一个的非法入境的农夫吗？,RCfiller,1,99,list2,上次 被 卡车 撞了 的 那个 农夫 是 一个 在逃 的 非法移民。,上次,被,卡车,撞了,的,那个,农夫,是,一个,在逃,的,非法移民。,,,X-X-X 呢 觉醒 咳嗽 种 矛盾 狠狠 种 研究 嘴唇 把 错综复杂。
fill_RCfiller_205,fill,Filler_GibsonWu,205,卡车撞了一个的非法入境的农夫吗？,RCfiller,1,99,list3,上次 被 卡车 撞了 的 那个 农夫 是 一个 在逃 的 非法移民。,上次,被,卡车,撞了,的,那个,农夫,是,一个,在逃,的,非法移民。,,,X-X-X 呢 觉醒 咳嗽 种 矛盾 狠狠 种 研究 嘴唇 把 错综复杂。
